Timestamp,Voltage,Current,Linear Fit,Resistance
0.100285798,0.099711239,0.000045463,0.000045460,2193.220458984
0.100285798,0.421981990,0.000192402,0.000192395,2193.229736328
0.100285798,0.744459510,0.000339427,0.000339424,2193.284912109
0.100285798,1.066267967,0.000486143,0.000486149,2193.322998047
0.100285798,1.388825059,0.000633204,0.000633215,2193.327636719
0.100285798,1.710620046,0.000779926,0.000779933,2193.309570312
0.100285798,2.033088923,0.000926958,0.000926958,2193.292480469
0.100285798,2.355516911,0.001073970,0.001073965,2193.280029297
0.100285798,2.677985907,0.001220992,0.001220991,2193.287109375
0.100285798,2.999883890,0.001367761,0.001367756,2193.280761719
3.925511837,0.099712640,0.000045460,0.000045465,2193.392089844
3.925511837,0.421973199,0.000192405,0.000192394,2193.156494141
3.925511837,0.744459271,0.000339429,0.000339426,2193.268310547
3.925511837,1.066254020,0.000486144,0.000486143,2193.287109375
3.925511837,1.388823032,0.000633204,0.000633213,2193.325927734
3.925511837,1.710631967,0.000779930,0.000779937,2193.314208984
3.925511837,2.033097982,0.000926958,0.000926960,2193.300781250
3.925511837,2.355535030,0.001073972,0.001073970,2193.292724609
3.925511837,2.677983999,0.001220992,0.001220985,2193.285400391
3.925511837,2.999898911,0.001367757,0.001367757,2193.298339844
7.679036140,0.099711306,0.000045457,0.000045462,2193.531738281
7.679036140,0.421981901,0.000192403,0.000192396,2193.219970703
7.679036140,0.744451404,0.000339429,0.000339422,2193.248779297
7.679036140,1.066262007,0.000486146,0.000486146,2193.293945312
7.679036140,1.388821006,0.000633205,0.000633213,2193.319580078
7.679036140,1.710623026,0.000779926,0.000779933,2193.313720703
7.679036140,2.033101082,0.000926959,0.000926963,2193.303222656
7.679036140,2.355528116,0.001073978,0.001073968,2193.273925781
7.679036140,2.677985907,0.001220990,0.001220988,2193.290771484
7.679036140,2.999895096,0.001367757,0.001367758,2193.295410156
11.465995789,0.099715427,0.000045461,0.000045463,2193.436279297
11.465995789,0.421973586,0.000192400,0.000192392,2193.212158203
11.465995789,0.744458675,0.000339426,0.000339424,2193.287109375
11.465995789,1.066256046,0.000486140,0.000486143,2193.312255859
11.465995789,1.388818026,0.000633203,0.000633211,2193.322509766
11.465995789,1.710610986,0.000779925,0.000779928,2193.301025391
11.465995789,2.033094883,0.000926959,0.000926960,2193.295410156
11.465995789,2.355523109,0.001073970,0.001073966,2193.285644531
11.465995789,2.677982092,0.001220990,0.001220987,2193.287353516
11.465995789,2.999891043,0.001367756,0.001367757,2193.293945312
15.254705429,0.099712618,0.000045458,0.000045462,2193.511962891
15.254705429,0.421984196,0.000192402,0.000192397,2193.239990234
15.254705429,0.744453907,0.000339429,0.000339422,2193.255615234
15.254705429,1.066262007,0.000486141,0.000486146,2193.319335937
15.254705429,1.388808012,0.000633202,0.000633206,2193.311035156
15.254705429,1.710626006,0.000779927,0.000779934,2193.314208984
15.254705429,2.033091068,0.000926959,0.000926957,2193.291259766
15.254705429,2.355530977,0.001073973,0.001073969,2193.286865234
15.254705429,2.677973032,0.001220987,0.001220982,2193.285400391
15.254705429,2.999901056,0.001367757,0.001367760,2193.299804687
19.021530151,0.099712618,0.000045462,0.000045462,2193.337646484
19.021530151,0.421981692,0.000192405,0.000192397,2193.195068359
19.021530151,0.744464278,0.000339433,0.000339428,2193.259765625
19.021530151,1.066257000,0.000486143,0.000486145,2193.297851562
19.021530151,1.388826013,0.000633205,0.000633216,2193.326171875
19.021530151,1.710616946,0.000779926,0.000779932,2193.306640625
19.021530151,2.033096075,0.000926958,0.000926962,2193.298583984
19.021530151,2.355516911,0.001073971,0.001073966,2193.278076172
19.021530151,2.677983046,0.001220993,0.001220990,2193.282958984
19.021530151,2.999887943,0.001367761,0.001367758,2193.283691406
22.777172089,0.099712670,0.000045461,0.000045463,2193.375976562
22.777172089,0.421986014,0.000192407,0.000192399,2193.197998047
22.777172089,0.744457126,0.000339426,0.000339425,2193.280517578
22.777172089,1.066259980,0.000486141,0.000486146,2193.313476562
22.777172089,1.388805032,0.000633205,0.000633206,2193.294677734
22.777172089,1.710623980,0.000779927,0.000779935,2193.312988281
22.777172089,2.033092976,0.000926961,0.000926960,2193.289306641
22.777172089,2.355535030,0.001073976,0.001073973,2193.284667969
22.777172089,2.677983046,0.001220995,0.001220988,2193.279296875
22.777172089,2.999905109,0.001367760,0.001367764,2193.297851562
26.566007614,0.099715382,0.000045461,0.000045462,2193.425048828
26.566007614,0.421972185,0.000192404,0.000192391,2193.158203125
26.566007614,0.744467676,0.000339427,0.000339428,2193.308593750
26.566007614,1.066259980,0.000486144,0.000486145,2193.301269531
26.566007614,1.388831019,0.000633206,0.000633216,2193.331054687
26.566007614,1.710621953,0.000779926,0.000779932,2193.313476562
26.566007614,2.033097029,0.000926956,0.000926960,2193.304443359
26.566007614,2.355530024,0.001073970,0.001073969,2193.292236328
26.566007614,2.677982092,0.001220989,0.001220987,2193.289306641
26.566007614,2.999881983,0.001367760,0.001367753,2193.281005859
30.338052750,0.099709921,0.000045462,0.000045462,2193.244628906
30.338052750,0.421980411,0.000192404,0.000192396,2193.197509766
30.338052750,0.744460821,0.000339430,0.000339426,2193.268798828
30.338052750,1.066262007,0.000486142,0.000486147,2193.314697266
30.338052750,1.388813019,0.000633204,0.000633209,2193.310791016
30.338052750,1.710641026,0.000779929,0.000779942,2193.330078125
30.338052750,2.033092976,0.000926959,0.000926959,2193.294189453
30.338052750,2.355542898,0.001073980,0.001073976,2193.283935547
30.338052750,2.677980900,0.001220996,0.001220987,2193.275878906
30.338052750,2.999900103,0.001367760,0.001367761,2193.294189453
34.093490601,0.099719562,0.000045463,0.000045463,2193.446533203
34.093490601,0.421989888,0.000192405,0.000192398,2193.235351562
34.093490601,0.744467318,0.000339432,0.000339427,2193.274414062
34.093490601,1.066264033,0.000486145,0.000486146,2193.303955078
34.093490601,1.388826966,0.000633205,0.000633214,2193.330566406
34.093490601,1.710626006,0.000779930,0.000779934,2193.307861328
34.093490601,2.033098936,0.000926955,0.000926962,2193.308105469
34.093490601,2.355530024,0.001073972,0.001073970,2193.288085937
34.093490601,2.677989960,0.001220995,0.001220991,2193.284912109
34.093490601,2.999890089,0.001367762,0.001367757,2193.283691406
37.862709045,0.099713959,0.000045463,0.000045463,2193.281250000
37.862709045,0.421983302,0.000192408,0.000192397,2193.166992187
37.862709045,0.744466424,0.000339430,0.000339428,2193.281982422
37.862709045,1.066272020,0.000486145,0.000486151,2193.319091797
37.862709045,1.388831019,0.000633206,0.000633217,2193.333007812
37.862709045,1.710631967,0.000779929,0.000779937,2193.319091797
37.862709045,2.033092976,0.000926960,0.000926959,2193.291992187
37.862709045,2.355545044,0.001073976,0.001073976,2193.293945312
37.862709045,2.677979946,0.001220995,0.001220985,2193.276855469
37.862709045,2.999906063,0.001367763,0.001367763,2193.293701172
41.642253876,0.099709861,0.000045463,0.000045460,2193.213867187
41.642253876,0.421987087,0.000192407,0.000192398,2193.197998047
41.642253876,0.744464219,0.000339429,0.000339427,2193.282714844
41.642253876,1.066274047,0.000486144,0.000486152,2193.328613281
41.642253876,1.388826966,0.000633207,0.000633215,2193.322998047
41.642253876,1.710628033,0.000779928,0.000779936,2193.315673828
41.642253876,2.033102989,0.000926959,0.000926964,2193.305175781
41.642253876,2.355532885,0.001073978,0.001073971,2193.278564453
41.642253876,2.677989006,0.001220993,0.001220991,2193.287841797
41.642253876,2.999888897,0.001367761,0.001367756,2193.284423828
45.433441162,0.099713981,0.000045463,0.000045464,2193.304931641
45.433441162,0.421981812,0.000192404,0.000192397,2193.203613281
45.433441162,0.744474471,0.000339432,0.000339432,2193.292968750
45.433441162,1.066262960,0.000486147,0.000486147,2193.292968750
45.433441162,1.388821959,0.000633205,0.000633213,2193.321533203
45.433441162,1.710630059,0.000779928,0.000779936,2193.318359375
45.433441162,2.033101082,0.000926960,0.000926962,2193.298828125
45.433441162,2.355526924,0.001073976,0.001073967,2193.277099609
45.433441162,2.677992105,0.001220993,0.001220990,2193.290283203
45.433441162,2.999907970,0.001367762,0.001367763,2193.296875000
